0.024193548,0.166666667,0.028037383,0.570815451,0.117437722,0,1
0.056451613,0.125,0.186915888,0.223175966,0.021352313,0.146,2
0.088709677,0.358333333,0,0.141630901,0,0.066,1
0.153225806,0.458333333,0.102803738,0.253218884,0.448398577,0.2,2
0.185483871,0.391666667,0.121495327,0.287553648,0,0,1
0.221774194,1,0.121495327,0.300429185,0.487544484,0.116,4
0.237903226,0.383333333,0.130841121,0.197424893,0.071174377,0.114,5
0.258064516,0.25,0.140186916,0.214592275,0.177935943,0,1
0.27016129,0.275,0.252336449,0.278969957,0.131672598,0.24,1
0.334677419,0.266666667,0.112149533,0.300429185,0.135231317,0.26,2
0.358870968,0.333333333,0.299065421,0.43776824,0.09252669,0.228,4
0.447580645,0.65,0.168224299,0.261802575,0.370106762,0.222,5
0.935483871,0.325,0.878504673,0.407725322,0.039145907,0.794,2
0,0.133333333,0.158878505,0.103004292,0.024911032,0.12,1
0.100806452,0.283333333,0.102803738,0.214592275,0.245551601,0.15,1
0.197580645,0.816666667,0.186915888,0.399141631,0.775800712,0.214,1
0.209677419,0.633333333,0.308411215,0.291845494,0.483985765,0.196,6
0.225806452,0.283333333,0.271028037,0.330472103,0.355871886,0.2,4
0.282258065,0.325,0.523364486,0.772532189,0.096085409,0.424,3
0.717741935,0.508333333,0.317757009,0.43776824,0.106761566,0.562,6
0.875,0.683333333,0.392523364,0.403433476,0.234875445,0.566,6
0.028225806,0.266666667,0.121495327,0.420600858,0.185053381,0.126,1
0.032258065,0.233333333,0.429906542,0.287553648,0.039145907,0.312,1
0.040322581,0.333333333,0.065420561,0.296137339,0.174377224,0.212,1
0.040322581,0.291666667,0.205607477,0.210300429,0.1886121,0.162,1
0.044354839,0.416666667,0.046728972,0.13304721,0.167259786,0.188,1
0.052419355,0.341666667,0.177570093,0.21888412,0.088967972,0.106,6
0.10483871,0.383333333,0.158878505,0.472103004,0.1886121,0.134,1
0.137096774,0.45,0.08411215,0.214592275,0.398576512,0.148,1
0.165322581,0.2,0.121495327,0.21888412,0.049822064,0.176,1
0.225806452,0.75,0.168224299,0.248927039,0.355871886,0.35,1
0.25,0.333333333,0.093457944,0.214592275,0.049822064,0.228,4
0.298387097,0.166666667,0.224299065,0.283261803,0.085409253,0.18,2
0.338709677,0.466666667,0.08411215,0.13304721,0.362989324,0.186,1
0.431451613,0.266666667,0.299065421,0.467811159,0.06405694,0.328,2
0.701612903,0.666666667,0.953271028,0.545064378,0.24911032,0.964,9
0.911290323,0.383333333,0.495327103,0.587982833,0.241992883,0.464,8
0.975806452,0.608333333,0.551401869,0.347639485,0.320284698,0.634,9
0.048387097,0.283333333,0.093457944,0.214592275,0.135231317,0.148,1
0.056451613,0.675,0.299065421,0.377682403,0.266903915,0.26,2
0.125,0.325,0.224299065,0.56223176,0.153024911,0.18,1
